Electrical Infrastructure,PSA Oxygen Plant,Surgical Bed Expansion,Operational Costs,Total Cost
94605103.52777693,87381511.28172927,57516403.57282725,325481582.4477546,564984600.830088
72418421.53140989,58235926.00209887,54862599.66652058,303987346.6234079,489504293.8234372
69485435.04118426,66498715.06732642,65461122.27897253,355005108.5983739,556450380.9858571
81963352.54464795,75721739.51715504,66819115.28115943,316609859.78881836,541114067.1317807
77010942.12423812,72932887.3104629,75672310.44322284,360717786.7077323,586333926.5856562
73447817.52713743,80917945.61644341,61601290.85401379,299387780.8837561,515354834.88135076
70203173.26196857,76795376.34293967,69155409.3987493,339616977.6235725,555770936.62723
112117483.99442457,85953436.92483814,58718069.94414711,329391944.4997572,586180935.363167
83294518.88586247,97568156.31507051,67685598.5549619,261594934.47047693,510143208.2263718
83435263.0111564,78719559.69533038,64611172.97634027,272376658.80340284,499142654.4862299
90706818.90435077,98609389.77901945,95724227.66173188,331607047.64673805,616647483.9918401
97759276.62599222,80081840.3379008,76232820.83396415,279136842.1913375,533210779.9891947
111315556.77334382,99542234.53676039,87651509.0085565,255927227.82600385,554436528.1446645
80592295.0558439,88654005.29694377,73125414.82419774,324672431.3389639,567044146.5159494
93808998.83322799,61900995.417274505,52940472.03130757,278378165.3863875,487028631.66819763
89563552.44912371,68785269.12912469,55281845.17702179,286924365.53892624,500555032.2941964
86531622.9022461,87849690.384523,68309869.277775,317901630.83892083,560592813.4034649
80407315.99817003,59890139.721880876,53718140.942439444,326575175.93893665,520590772.60142696
79737417.76945657,79902272.03501892,72096765.62714818,310730794.99331117,542467250.4249349
99893544.55300279,84308630.51682787,76779807.58349997,296704613.4718704,557686596.125201
121507098.513012,92586886.65665518,64302077.83389485,246472308.7720196,524868371.7755816
75460753.33392394,61294840.58853948,64910155.624180645,317378595.63303155,519044345.1796756
75145581.76323257,60738182.20644243,66698824.87080112,316209722.2321188,518792311.0725949
83863431.7039125,75501367.65620424,55775637.24053944,291201659.7149748,506342096.315631
89735119.5444444,69748495.22929956,53328161.03875242,371288306.0114024,584100081.8238988
66790662.13498995,68187477.77825083,57629443.361927584,302143903.4113259,494751486.68649423
64052864.819768034,81751364.20501687,59487947.479539946,309172146.161144,514464322.6654689
89162344.15478241,91036329.76876372,63171002.56692191,307644873.49965906,551014549.9901271
57164746.47180649,78682711.01818757,75387458.16889936,333179148.24910367,544414063.9079971
94066113.12996373,84861747.5105256,81820259.33230704,363038137.41228145,623786257.3850778
89345064.56842723,72074576.50111032,55997980.708808206,233215881.29960793,450633503.0779537
84683954.43135878,68225861.20444769,72808579.22602743,361423574.1644873,587141969.0263212
88474773.64137323,75420618.2675978,69016878.23268276,243025474.2016719,475937744.3433257
97893155.99546622,76376705.809667,70795414.25633605,282400339.5691729,527465615.6306422
78936128.25723296,77959184.00486557,61790958.04001159,274449715.9021058,493135986.20421594
84180329.51180677,69841596.72944258,62103894.145813845,379994937.29619426,596120757.6832575
89657656.71093945,67005040.19221352,65267747.107175395,245856935.55730557,467787379.5676339
99501220.65729715,84447206.70680347,83609702.20128073,333320300.99367213,600878430.5590534
92733542.31691933,89604185.8350877,68980776.0785158,307045839.156648,558364343.3871708
72849363.51257211,78234744.63666962,78190019.83817549,414040552.8620396,643314680.8494568
111449636.42519718,73723969.98662178,58313163.16149839,251846973.1851374,495333742.7584548
80472728.47341946,89006353.27154796,59288643.62593163,304341811.7542796,533109537.12517864
117342891.6249682,76642840.42522523,62521260.17615844,296083647.3778714,552590639.6042233
80907304.44501247,76571767.31209959,71940716.77238269,291312936.8186866,520732725.34818137
101334132.40846969,85758059.84522583,62565168.87797887,245686154.98648903,495343516.1181634
64178462.579835996,65107277.41221367,74698117.08528228,335084845.43317103,539068702.510503
108980409.87322517,81103475.30469233,60317118.65723312,283318287.87494963,533719291.71010023
67637141.87505789,76981149.64646134,72214859.21072803,287570487.96291083,504403638.6951581
60771261.49392887,71090473.96165787,73644371.61292896,290115893.1958539,495622000.2643696
92495252.27702384,94101781.14928904,63613250.59238698,244368319.93702558,494578603.95572543
92864180.43074526,90232732.92168444,73995172.57281923,344623904.46317625,601715990.3884251
101591558.5045432,82063741.45293692,76124450.06526347,280235941.43292326,540015691.4556668
72210883.05135702,75344655.13474724,60243201.47826823,382101467.4575127,589900207.1218852
103117764.28522651,77757222.41622977,70985942.39663996,272498985.7553326,524359914.85342884
99577441.6112713,95882933.3343227,61789541.305585496,279941985.4090303,537191901.6602099
111979891.12216611,71818936.84725912,60041928.795208104,322727745.4286147,566568502.193248
89574375.65650351,90609064.28672552,74026077.89864376,297457466.96661675,551666984.8084896
90467473.41682714,97039440.64547713,75539908.00099814,370775155.50815934,633821977.5714617
106974887.20327042,79569582.47212034,61867934.681802124,336205818.2240255,584618222.5812184
93082726.91447237,98470216.14750125,71964864.22049774,301459805.96634346,564977613.2488148
96420487.44987975,65157540.67277284,57222873.30034198,294737955.520527,513538856.94352156
86883435.7775662,72580391.44145408,85003883.67269723,320869675.0421514,565337385.9338689
94246108.20740461,67677832.04697792,64861421.50526915,315319095.7245218,542104457.4841735
79328804.86852162,71633977.10224448,73558017.94365746,378102788.7590409,602623588.6734644
82996128.63766973,82782092.05487473,56733929.60687966,218074144.4481108,440586294.7475349
80579754.3468042,78763139.85038535,65361517.38414913,307276262.6750976,531980674.2564363
95275384.95288733,67773062.28167397,54778351.072259046,272717375.881005,490544174.1878253
64362336.617072254,63947487.28033663,58803831.443598896,274126019.91036236,461239675.25137013
103744625.2553401,74642092.72711542,57830719.79848129,381020438.52078027,617237876.301717
77516953.46942404,79480130.18723042,59233982.752760105,343542692.6141435,559773759.0235581
92596878.04770885,77289539.9258508,77035730.95438278,301160052.45456046,548082201.3825029
84677514.83169997,80196232.1331704,53720783.80854869,316227816.1867939,534822346.96021295
81131731.72872326,53860162.176271886,50716234.1147494,232805372.6612138,418513500.68095833
115501625.85574265,90549608.32130578,71576226.94684693,360909962.6419692,638537423.7658646
78471581.18572043,76449294.20939073,73612319.7620901,360511716.55797297,589044911.7151742
86190854.41820684,67426142.1949515,51367140.775490105,312789943.0352028,517774080.42385125
66101306.36474041,82852989.32537833,72290788.36879233,276118403.1737558,497363487.23266685
104989863.75075763,66282899.453843124,47660559.12288712,285617649.7323934,504550972.05988127
84009979.84223098,83380138.9187863,74305391.86073254,294026426.0769932,535721936.69874305
86079444.35418898,95606601.53054978,61907705.381595805,344252200.9601041,587845952.2264386
83938436.12144731,72631648.08385806,66978685.87358646,323939354.82746136,547488124.9063532
93165488.83129378,66884058.604096174,72036103.73122899,276798025.18401307,508883676.350632
87859182.60447772,79367183.0951194,71393383.59180836,273866363.9030791,512486113.1944846
68596706.37863857,58058226.74146151,54781979.208329365,297703619.83796674,479140532.1663962
80467786.99742033,78022790.16570564,72808556.76091844,297886590.06542915,529185723.9894736
96078116.02823785,62037821.715674855,49355074.213545494,299578546.417758,507049558.3752162
90327883.18996176,89348467.95774889,76055353.78675804,285407564.7669719,541139269.7014406
91724898.47676401,75767672.1881715,60157354.949946694,294442755.9349705,522092681.5498527
102848915.47740024,62338312.375829816,72166905.48587024,314064853.8218611,551418987.1609614
81089531.30444156,68730073.51161525,44667666.12672459,354638293.3121324,549125564.2549138
80104961.97988605,81742778.03346924,65511764.28055067,320544223.536826,547903727.830732
91078533.383021,74133064.23964249,59010741.477791995,310629191.96852916,534851531.0689846
77417890.44346789,67456124.85269536,68185036.79820177,288524760.4431031,501583812.5374681
87558910.0468809,69852858.33336793,49847598.76571035,332649447.2966966,539908814.4426558
89734056.44886635,79379846.11037551,62536736.062877566,285376948.52477556,517027587.146895
67266598.12973732,87048729.05846606,65050203.255942725,291903485.1479478,511269015.59209394
67532902.1009935,68307213.65900786,62079713.784337714,333421826.3579383,531341655.90227735
75028847.95025614,81447692.09277874,70522181.57428293,284380672.2798289,511379393.8971467
114141479.55293258,96637980.95722485,75320194.8716196,339317642.6897984,625417298.0715754
104277533.58557047,85380761.60829838,64517462.28824805,285931211.2456826,540106968.7277994
83889512.58244735,79230489.24700889,70125411.32828471,346140569.1122862,579385982.2700272
97280849.68893453,74858389.95964247,69157371.64282387,239012630.82921356,480309242.1206144
73947953.5992585,72907417.30988699,75700559.88005714,311554055.10491794,534109985.8941206
65118942.03406584,64750465.59595239,61073529.26439426,262093555.39714688,453036492.29155934
84813314.99211483,77958843.79629701,74046438.89935446,275052207.66302115,511870805.35078746
76684614.4233882,86970232.39468244,75381569.2411415,316316989.3168314,555353405.3760436
110759472.11299531,72355471.4566248,58219267.33918751,269768891.2272521,511103102.13605976
86784879.72931628,74242620.20438425,63652607.47277108,323566475.08860064,548246582.4950722
93722079.34766224,73361730.63687404,72882122.11002581,301126299.7126418,541092231.8072039
75909524.376842,67933957.6758735,69519608.59766173,332257444.6879077,545620535.338285
84946681.36229467,73036146.32733202,56471278.21304192,225068668.47736087,439522774.38002944
77314860.59849094,90585243.33849281,73527216.35685244,284500086.2615634,525927406.55539966
64757502.051077925,63408007.11933558,63492792.1686485,299345016.02542233,491003317.3644843
68771381.97065106,85723966.07620244,63508291.10555533,337940751.6136414,555944390.7660502
108469022.57992335,79616367.32342008,70662591.30965874,331476716.95828134,590224698.1712835
113776089.95613071,84912684.68654583,60571898.85775153,296441674.1483524,555702347.6487805
131741672.37954755,87646873.51836954,65686618.000209965,373395613.5341535,658470777.4322805
75340326.62459652,68015182.77917407,58819319.55890994,258665015.5186908,460839844.4813713
75370276.95497784,75299498.0607249,64383490.667994626,295577122.3085476,510630387.99224496
125781325.41783419,90264716.40414041,77835604.49408635,312169228.41641,606050874.732471
94777794.20583493,69970785.58026704,74840537.19214153,346900217.9175888,586489334.8958323
84932849.6855371,74898461.31090473,87707677.12991154,391372510.44195133,638911498.5683048
96885803.92341694,68436065.41553271,65124498.90465553,325583315.584932,556029683.8285372
97477850.4753787,83039689.77631289,66251615.17714281,268695707.61589557,515464863.04472995
101302381.28840601,75993142.26416072,67130108.17167863,325639441.9305573,570065073.6548027
82409135.773256,65402026.80107695,60045559.085717514,253962656.60730225,461819378.2673527
83514969.0673873,92366108.54446545,70296133.02594815,249387247.87304857,495564458.5108495
71888842.49536414,74175279.84237108,65962869.52202991,324005513.27530265,536032505.1350678
109527345.33429083,68406999.36128892,67767859.17990445,333900864.20354885,579603068.0790331
80309003.46087795,92348278.14901441,81376313.38600507,242984410.18104863,497018005.17694604
93762280.79589558,85512266.43754914,67572147.41760805,319234631.78827953,566081326.4393322
80462004.80951558,71605617.30922985,66403643.09768598,360791969.79536945,579263235.0118009
131513587.72598594,64539469.85602413,61425346.83733597,294806845.23014647,552285249.6494925
113303117.71337435,97658748.79642518,61065290.650645286,291858716.2727721,563885873.4332169
102139031.43031704,72712803.00858273,53306013.254778475,326142754.26402044,554300601.9576987
75720296.16558751,75530108.82671443,62949971.807600595,296606789.55625176,510807166.3561543
81942590.05836032,96432425.42746481,67784864.40848106,281494261.168308,527654141.0626142
77278560.07886478,84916895.9781438,65374780.288086124,317424048.5379042,544994284.882999
95981815.60283135,88457648.44165765,77468056.36094058,303467690.16535,565375210.5707796
104851791.59674968,76324023.61383106,68865459.06683765,348507133.0289123,598548407.3063307
105077982.4800533,77557742.09194364,82160698.05599974,441930958.51814324,706727381.1461399
93213214.77515478,86871200.30556421,74194191.15779224,315699506.8539696,569978113.0924808
68564349.94182377,69987333.1431707,62386989.48821183,370395474.9040726,571334147.477279
64603569.02162214,67550986.72078833,55025450.9895274,287796620.00846463,474976626.7404025
79182248.88186672,59104805.713537656,61744658.27439877,287798940.9514387,487830653.82124186
110073682.10184163,87089432.13042042,95679059.26465619,338266412.8711248,631108586.368043
70821028.10351215,80310440.79413712,52607095.059118725,363724420.9369323,567462984.8937004
77925122.17964569,73595577.73826025,56724465.19672144,310015284.8391289,518260449.9537563
98072423.98695667,70641192.93046577,61743707.512957476,307595952.6867869,538053277.1171668
121566167.84190336,81041110.23602381,81552192.42737022,316117411.2024881,600276881.7077856
56235217.10775521,57229974.99663169,44751076.813428,364780750.84258205,522997019.76039696
81898154.52701987,71620810.74094889,79247932.31366886,353267081.46563333,586033979.047271
67401349.75462711,61662535.90410923,66788817.068720825,329143356.853786,524996059.58124316
85096051.53017816,78280126.38414064,62112125.38609578,349207527.38445985,574695830.6848744
80417246.88399553,80539878.16580063,68046417.32886116,362384058.76049185,591387601.1391492
74474383.6655316,89584568.00257863,66619464.9744187,323680530.67080873,554358947.3133377
80155909.32458669,75530704.65037492,63124844.241449304,259188477.32839173,477999935.54480267
83683492.8372645,90071051.94257253,79150798.69749251,330768641.46438444,583673984.9417139
88169028.60270298,93579137.65848495,77386922.4885771,282706761.7468272,541841850.4965922
79137941.71248317,74248169.875133,61565970.07754591,281424606.0367052,496376687.7018672
83707068.69340101,78003040.48158807,63516649.510101825,231018700.7818865,456245459.46697736
112198558.597304,82104141.72039407,85092907.33363165,371971072.23315513,651366679.8844848
115741442.55795309,74118653.61348277,60629415.96436034,281268928.1283551,531758440.2641513
93797773.33130026,77034023.51426052,55570798.68416666,238943307.72677645,465345903.25650394
77114939.9514696,67221257.19593017,56924094.0358753,352930596.1729768,554190887.3562518
87783810.99848329,83187793.682884,58688691.01470374,258926623.7526331,488586919.4487041
69706765.5832466,66841335.4175005,64944060.5737686,275831465.4005642,477323626.9750799
96114662.94527785,67714837.7548801,55540311.08280351,258913730.56045046,478283542.3434119
68262201.59173033,70095973.10687268,74982345.80026396,252878683.13563403,466219203.634501
73770581.38302629,86894695.2204342,68169676.17062971,293123488.89512503,521958441.6692152
88521024.98860298,79778776.42287837,83137319.30166653,326690816.5583951,578127937.271543
69873040.82833,86609522.69901332,88432493.94903399,346104113.199572,591019170.6759493
82492630.9892467,61366562.09439659,60172948.365844965,367750589.4848457,571782730.9343339
99734800.84765032,97222867.29003128,78215514.50329134,304609396.0306889,579782578.6716619
89770693.78496106,83200833.2159856,63693261.82346484,305447350.90905094,542112139.7334625
100713617.09933053,74360654.11710022,67857333.97650386,305729107.432167,548660712.6251016
92104436.01459509,72331633.97310482,55915258.9915837,268296677.53883153,488648006.51811516
82432895.83418955,69219113.64285196,61551140.17026444,281069659.82753736,494272809.4748433
82450175.48588927,76832184.25859466,66128653.66651562,281964344.44182813,507375357.85282767
83801121.59156266,76451917.69008619,83905497.94891883,304196534.30871236,548355071.53928
96003005.25317754,78854157.16500078,65868164.8725034,328559137.1251284,569284464.4158101
86128466.12174101,73661491.69076827,65464895.12519929,421329442.0166693,646584294.9543779
90467976.69797595,89762296.40789647,65056394.313940585,337031272.42358965,582317939.8434026
83716224.37815458,89698367.55011468,69348679.88154776,318966913.6555772,561730185.4653943
92831352.99712695,82537871.66582836,72888986.46816713,275511583.1483159,523769794.2794384
98783115.48062351,68411878.49293612,59822253.447542645,315242781.0296275,542260028.4507297
80147083.37585527,70541884.2309905,67117269.59354636,316102918.7745477,533909155.9749398
84363252.03938822,78962260.6305435,71572348.65482806,311805811.90169597,546703673.2264557
83097864.51721618,63870111.83663119,61822996.88450325,356562753.5206829,565353726.7590334
79504814.66886815,75799680.84063466,52841334.31184116,337152213.91655666,545298043.7379006
102963607.44958134,79173690.99772437,60160495.476058975,267659436.46291694,509957230.3862816
91323256.70906818,93215887.87367158,82118301.19039139,280362743.76540864,547020189.5385398
84740756.53900982,73693251.04992864,68077863.31396784,322057215.5029472,548569086.4058535
96626400.16951223,64954023.604203366,78612191.2742137,328256063.91592956,568448678.9638588
77145297.24975066,88204061.1197682,79174688.02722333,316316254.0827407,560840300.4794829
66147079.8964888,72755391.06789157,61178084.63403993,285821668.2060757,485902223.80449605
89876478.47247574,88235055.29494831,74817329.53821819,313166869.5693992,566095732.8750415
76884046.10070881,67543937.5471415,64556285.84779213,372724001.673734,581708271.1693765
51701579.59377961,69336884.86426203,63753065.150190234,311211093.40181714,496002623.010049
74037419.9705661,78437354.25108095,70859427.5137249,312533810.92400235,535868012.65937424
89007508.58598405,73291535.2785407,57013650.527282774,289878354.7202622,509191049.1120697
119135216.92133324,93053249.62957211,76907675.31893678,348807315.3104599,637903457.180302
69380249.89893648,67468445.05937763,66813351.99966207,274435193.75982744,478097240.7178036
95083711.53064707,73409359.72020884,70706338.97899595,287595095.3748499,526794505.60470176
84288432.0515598,75787063.95246845,58879458.03814854,266268111.06391317,485223065.10608995
75933756.363186,84516763.97386868,72861222.76303099,338754536.4237848,572066279.5238705
81926223.05249941,69994568.1587943,66695457.09337731,305731434.6937695,524347682.9984405
88147361.75451112,85197004.77109975,58393633.633519396,223191371.8633741,454929372.0225044
81355140.29711847,68292360.93621072,62613089.20398556,207799287.7953367,420059878.2326515
76429639.66572772,87883786.3869202,68166504.04385076,309277240.635487,541757170.7319857
95954186.86426592,89733903.47968347,64098774.68257725,368481447.7945681,618268312.8210948
81931362.27224597,62636008.624504216,55652435.626088694,292620785.9634649,492840592.4863038
82528114.14959536,74819405.08032559,57439101.435337044,300357340.1076504,515143960.7729084
90991942.59955022,90148157.48348993,77132711.61043638,312878562.83851737,571151374.5319939
95859575.83731222,71212882.14640401,58376587.633689426,351462116.86443084,576911162.4818366
85152939.65868796,70780630.86913413,64603476.16633877,256760234.121934,477297280.8160949
77567567.97127986,70320151.31970814,62377676.41084193,292289705.3808023,502555101.0826322
94966837.35804181,67540275.97247791,61911606.97443075,311494127.7539504,535912848.0589009
107857273.10362212,88029497.17141612,68775370.96117714,325180051.15718126,589842192.3933966
76443665.21295232,70650810.0447642,71727284.96030642,313791648.38544995,532613408.6034729
74882745.2750904,88355283.162025,77942368.17616986,337607923.25680804,578788319.8700933
75505920.70962164,69341906.23235029,65433571.47593865,271297398.5990949,481578797.0170055
83716358.545765,78941684.59417509,73145445.19819012,331486060.40599394,567289548.7441242
85127151.95125319,84046729.00937927,66587804.56492309,318359552.1150586,554121237.6406142
87249713.3418661,71873097.57778707,62128599.5643995,340617919.8992876,561869330.3833402
103528579.69267696,79490480.6174023,71561331.08709203,278811510.3935449,533391901.79071623
106999962.20522805,70682721.87029189,62144938.395162575,343205754.07852167,583033376.5492041
96378224.50049949,89805701.25139204,80660062.82542194,356834529.6167326,623678518.194046
91929487.3378976,78807342.90556969,83957938.17839712,327972899.3992278,582667667.8210921
72867305.76761207,64754043.63068281,59395948.367485195,333744227.02794,530761524.79372
88919450.30754021,81370589.8954518,86482644.12643602,380465575.17268264,637238259.5021107
82801237.7973415,76767418.42742047,71270553.65494338,271205998.2145131,502045208.0942185
78290795.65354347,57261161.18550347,52587240.86685885,314214029.3334668,502353227.0393726
104961723.03290258,83208136.41566046,62882963.73994151,285501730.54615873,536554553.73466325
97920506.50527509,87167087.69188628,53430694.49414316,277449242.129043,515967530.82034755
97190982.21184367,58757073.92155201,59651743.926458254,316643715.0771095,532243515.1369634
79917041.06213167,77935322.47682524,63430387.859362945,284816759.98695344,506099511.3852733
96827349.76580335,81002336.9661023,84187027.19140835,352999776.3036856,615016490.2269995
75574524.86912453,76591542.47252657,62484225.42890522,300602918.1614926,515253210.9320489
95804209.21784648,83896023.02653006,56391913.427749306,282858234.8002255,518950380.4723513
75709716.46109511,67973889.3576133,51588216.678717375,279311896.6983921,474583719.1958179
90237092.30681641,62839516.79913143,56472464.705997206,248499002.96488583,458048076.7768309
68678305.10245803,72868003.00709267,55006848.66997224,280729874.4460094,477283031.22553235
71386735.06214194,68735792.7281556,67008147.74640781,290931011.91547364,498061687.45217896
106927230.91912206,87677453.17665435,84320770.83644494,293932045.6554497,572857500.587671
70147322.74203597,61415822.171336904,64601958.463279285,302001113.9160098,498166217.2926619
91593760.67742547,72781614.32681766,70808952.76215471,311189948.85391206,546374276.6203098
66614905.05403527,67821897.01761895,75193317.44296727,272717478.2774717,482347597.7920932
85719263.43357672,66456639.56097106,68095128.1559449,371679618.1301246,591950649.2806172
104168076.71976474,78256013.75170608,69222492.50297216,317110721.09232956,568757304.0667726
102239608.8405558,60664239.40336812,70699572.1744745,358929070.5928558,592532491.0112543
88760220.18112947,65980675.59669203,51088688.37130192,302804605.84706104,508634189.99618447
88502982.03436655,90745634.01797497,69879096.58825685,263172375.63707966,512300088.277678
62531694.685862854,67913697.15471742,55023525.54348621,296053135.52146035,481522052.9055268
116686750.51919666,74424196.48856926,60302700.79546526,335580500.26172996,586994148.0649612
80132214.36650586,75849786.99969915,69678427.50077608,417717074.7933192,643377503.6603003
63755000.292939775,59814779.18026112,67343287.95070727,256579074.2988517,447492141.72275984
89468774.98420052,89091542.07287699,76158530.48409934,348901640.6755661,603620488.216743
92901426.68691123,69573362.66112441,61891745.1549177,328927951.9127127,553294486.4156661
100491316.26568654,73399620.1817433,69452931.91628769,291834849.0730514,535178717.4367689
100346783.7683856,79347695.78590176,76752185.69257347,355414414.99869734,611861080.2455583
61615301.84795513,59793436.38846567,58414313.65742521,246535734.11547884,426358786.0093249
84593639.76306827,78931623.13056521,68544825.26287492,266659932.49398956,498730020.6504979
100192248.60113397,78387023.84728873,60167446.209842175,289566757.53331125,528313476.1915761
81479615.55447741,85472658.26463616,96574833.98828349,307111350.9942584,570638458.8016554
92487509.82134657,67970452.80575125,58552755.172843546,309263784.4927956,528274502.29273695
104626306.47395678,80388511.5549012,59536301.18934728,257278436.97107768,501829556.18928295
115227380.73525958,75161874.37935242,55349859.1882288,316558998.5866133,562298112.8894541
90414670.33321282,105174613.4350243,71258092.34922096,276130785.3252775,542978161.4427356
112232498.1139205,72568589.51882976,63907319.99363615,323178594.0507028,571887001.6770892
79890818.82219462,81958905.5737433,61633740.24921029,292996269.16555876,516479733.810707
91118235.7975986,75375785.35707566,68487263.35678613,362205139.7518841,597186424.2633445
104961441.54183128,68654499.490714,72271464.04716787,301978367.9555435,547865773.0352566
85161199.34724396,76146588.56451553,63170219.403954834,277072775.5598712,501550782.87558556
108515992.32507382,89065840.74554938,74585468.68938397,377881359.97268254,650048661.7326897
101891255.1459866,67636117.83402969,63731054.750057764,273214670.010524,506473097.740598
86385783.27252129,102858206.56088367,68932226.80693935,346465207.89478016,604641424.5351245
91189437.85194068,81818536.5219675,61633278.70148029,306957290.11649483,541598543.1918833
76347495.33350825,76120793.84733534,79190579.4795471,298494046.2856188,530152914.94600946
78640675.03374475,61110796.68971569,53380509.08073213,361277806.12454164,554409786.9287342
84026349.52066854,78907111.96658331,60988536.10695957,305128179.02857816,529050176.62278956
77545709.91994408,76503305.44872804,57356444.60880933,285164662.5227997,496570122.5002811
83346916.09657478,86034275.0210236,71586186.1429377,364184472.35642195,605151849.616958
98408533.09530693,85350186.01044166,70457479.21766657,387852061.3666718,642068259.690087
69033702.18508868,66681273.33125977,62684564.10082004,268931937.6561191,467331477.2732876
83350128.47075683,78462025.78515974,58108835.93238238,357588523.1281406,577509513.3164396
69726752.9970597,73931860.75308298,76191078.49524517,295169321.7503491,515019013.99573696
113692333.29937522,81293665.92125693,69601176.84012324,362969148.4298368,627556324.4905922
105691003.7121506,83694276.4765133,60822026.02243541,355517035.2200136,605724341.431113
108277333.47784822,79564960.94614208,67426616.0708272,338100779.97406715,593369690.4688847
83066584.463425,57318223.738346994,61960969.10679687,299164160.5725657,501509937.8811345
77053412.19466673,53327050.78922586,64848050.47863166,316495099.3903919,511723612.8529161
74446717.52191293,68880545.18941373,67616081.3283022,261635115.43526688,472578459.4748957
94791534.73636392,69478867.34468779,63721986.263312005,363267308.86953264,591259697.2138964
101568011.56358542,71742633.70757426,75166349.39428066,311873153.11218524,560350147.7776256
66357868.921203256,76465058.16526935,62795358.6201477,372079895.0707592,577698180.7773795
71345222.88538499,68012256.02166678,62900642.103703104,292020100.5590978,494278221.5698527
85137956.68796581,68474449.27745008,53671298.33060227,278695951.2122833,485979655.5083015
118326779.4802905,69034645.7046776,70706165.66224116,329587005.9030134,587654596.7502227
68483432.70696129,73863507.39684251,70761647.35161936,377090709.0156968,590199296.47112
88102808.10998234,74235885.43754582,62089308.008479856,349600492.84382796,574028494.399836
79664643.82859051,61066480.15094873,65599164.169339925,270111982.7581083,476442270.9069875
66162047.258925736,72456789.53590247,57048659.880841576,333074978.10049736,528742474.77616715
101969613.71896891,74944491.74643715,67329564.5793658,290778545.8052749,535022215.85004675
77219496.0378485,71409126.38310954,67603275.44982007,313554016.260187,529785914.1309651
102722451.10548156,92357524.37327656,72083606.72366257,341549990.5835208,608713572.7859416
92064346.72655816,72117985.98536891,69364280.5249541,337185083.5593953,570731696.7962765
107940081.82508671,72872201.71993718,74810633.16654576,346940956.4450242,602563873.1565938
87944159.86843336,85411984.23388006,57846633.807538435,272522041.6346569,503724819.54450876
105973687.62882298,76080005.0515526,71717365.16476735,298387495.3372562,552158553.1823992
89340325.65579306,114284371.99347453,85269776.9994068,346398172.67505825,635292647.3237326
92441834.62375951,75639397.0288047,68269707.34536864,344144805.9704127,580495744.9683455
72845938.24937685,69612782.4441304,54263920.74735884,270289507.62951887,467012149.070385
81146549.61535893,82623948.42919946,73560107.40942462,276869517.8533328,514200123.3073158
97306306.39996338,85069118.7994973,68206502.78149252,276850146.0370955,527432074.0180487
74289312.57437234,74954864.91777064,61592352.6508467,326113443.48138744,536949973.6243771
80457378.44678469,68201103.2340964,50838284.81217464,326465602.8427772,525962369.33583295
72002797.10888615,70380756.53388588,67357568.25827126,304504137.30007344,514245259.20111674
55403839.21625906,59609122.54523676,64411810.51307089,295711375.57346594,475136147.84803265
108450425.98831195,85839909.64797169,80049862.45676947,346487284.7323335,620827482.8253865
86013910.20404765,80140889.45379408,74464430.76110296,312270325.4432252,552889555.86217
70057638.16825223,68932467.4824044,63845225.49253398,278858751.9243251,481694083.06751573
74610446.95352443,74708402.89446819,64806013.26277295,316810886.89410305,530935750.0048686
82269348.20754907,64503152.86040691,57985516.78322878,301128878.82369214,505886896.6748769
76552040.49914056,89824970.28925595,69294221.53065675,324831284.30424386,560502516.6232971
81206130.16830103,69977741.92077246,57216764.378932364,316263752.4422408,524664388.9102466
80690731.82542326,57932862.469900295,48026011.76257626,268444190.5070424,455093796.56494224
114457287.22380464,78304639.38530721,75221914.93369189,252095248.66345188,520079090.2062556
152911738.32405514,97464712.70338964,87949262.41650723,379999536.59845597,718325250.042408
99389774.24016151,69797660.98996425,60044416.87085418,267875081.97933048,497106934.0803104
67321771.03759488,75434274.93513915,56231634.0980072,245892052.87595895,444879732.9467002
110903561.64457473,66993315.9232631,74822550.64044274,328291613.52057904,581011041.7288597
98349031.92911112,87490193.1613308,72615710.51737711,288392110.4231569,546847046.0309759
70789076.88704123,80607567.20835726,74656164.4801837,299196713.50142443,525249522.07700664
97986041.17959584,66073422.47508644,56532217.402249105,263069100.1667163,483660781.2236477
91052746.69608589,73125915.94337761,63464878.43628095,332654730.8487786,560298271.9245231
75349827.09855582,95716610.44731843,62114203.56622078,300476636.2435527,533657277.3556477
102656627.1694102,71446412.58636983,58611225.358081095,254342263.81119937,487056528.9250605
71099209.10480785,69790334.7895168,67214089.50850789,201935116.7459641,410038750.1487967
91281889.50921401,69568284.10461806,68992320.32799838,277115371.4709096,506957865.41274005
89667861.59422986,84071254.72401462,68143203.60845938,317354853.5189961,559237173.4456999
91221308.03233635,68773324.51671074,61997794.61630486,331737271.89995325,553729699.0653052
71997533.16996758,81385126.41917351,64489738.419965364,351744936.65966594,569617334.6687723
75781947.41799453,66348884.433838256,59394547.29152497,314176572.7204344,515701951.8637922
76746107.92819227,72594528.25662251,71936777.0401722,370315418.4525911,591592831.6775781
95802634.43260756,75966607.73273642,54258340.62227442,216286714.90107647,442314297.6886949
55401305.470338754,67362420.51087467,53561865.729128994,322351052.6356361,498676644.3459785
112686469.84292787,81770273.2358166,83289038.68992272,290037266.69631195,567783048.4649792
105484427.9262475,87654184.6469711,73764433.32881223,308766063.7238104,575669109.6258411
98967453.67620243,78144201.60248922,71455659.91454756,322338514.3318093,570905829.5250485
