Electrical Infrastructure,PSA Oxygen Plant,Surgical Bed Expansion,Operational Costs,Total Cost
88175390.2721636,86836759.21483168,66053326.81116992,261594966.44014928,502660442.7383145
73664455.47360171,84440456.72415535,66573706.05398485,272220263.4342319,496898881.68597376
112008907.89382783,80902909.58396359,67670268.25386615,312690932.6881536,573273018.4198112
88597505.48856074,67931053.20800865,55602017.74736459,282549707.9418374,494680284.38577133
79854583.3988998,64354664.5015185,62971371.36443157,335721118.5002687,542901737.7651186
72012606.14747001,69863350.30563007,58880302.36334693,255975868.6431173,456732127.4595643
79495318.28667228,71158980.23761328,67646618.61455709,262521819.55319318,480822736.6920358
109786542.48149951,87845533.34034385,73546622.1413534,356814723.57021564,627993421.5334125
103266252.81862757,99587421.7433143,69883460.95571055,368447041.9498927,641184177.467545
124091380.15039165,78643176.78262936,75705926.26950249,347247181.48883605,625687664.6913595
97773975.90298732,79293285.23919404,65646967.96254508,320537173.48517567,563251402.5899022
92431441.3384945,93264533.92195058,82349411.17685792,323796221.506014,591841607.9433169
102165168.784162,79006179.8308341,81134008.10556228,285194312.19500047,547499668.9155588
75054451.2924944,81808087.913845,63054361.61368247,335540194.7522923,555457095.5723141
76180410.31463939,94798121.00231734,83844978.80414887,320972944.95618975,575796455.0772953
89452238.491207,69489106.22099242,58291557.96820743,361135820.4153044,578368723.0957112
99772623.05204971,95361064.24553199,85759158.17037265,307942396.0002359,588835241.4681902
83201711.08513597,78804864.94998777,64686490.78304375,374215020.80014473,600908087.6183122
85663335.51829846,76282537.12254532,63337954.32451899,271651270.569918,496935097.53528076
101413293.83442654,60981541.44590236,59383269.47856788,261262354.6002107,483040459.3591075
76219304.60811894,63763754.54596979,61376158.17405111,316130956.14938194,517490173.4775218
85778857.88452409,64455814.334911056,46637706.82095209,342294053.89512956,539166432.9355168
76845365.58456053,67553908.8548456,73774279.81078772,275083883.123852,493257437.37404585
92140801.25124474,77860729.48029369,59505535.301511176,284219304.50469255,513726370.53774214
115474723.43326083,71509687.14812258,66129754.07069736,369457435.8620892,622571600.5141699
82452866.6851175,85388325.40135719,74016283.98737149,394165466.3293355,636022942.4031817
71643724.0770602,68769240.01815818,73633863.42479599,279428975.3480148,493475802.8680291
84557748.62088743,99011159.66341023,66551381.06169506,319835125.39237493,569955414.7383677
57454865.44274174,73636943.48878698,58075763.26448097,306532188.6424282,495699760.8384379
69456910.42955044,72165936.35697868,68904231.91979897,307309048.9354562,517836127.6417843
79544858.67485783,72872006.24861902,54728447.75586674,319078994.3880713,526224307.0674149
70985152.48415715,81157299.49128303,74967354.4779589,326666448.0202578,553776254.4736569
118694526.84588617,65530895.20622239,53515911.41414543,318512912.2428143,556254245.7090683
85326795.22717355,79045471.60208449,67931891.37683329,347897877.0419588,580202035.2480501
108740843.93265082,72350972.25944231,76216565.44997506,257460162.52588877,514768544.16795695
79989315.94377853,59441677.89612467,56010286.24704747,255171660.58976403,450612940.67671466
76559602.45581928,68147843.55892493,56039836.99008233,295151366.9890927,495898649.99391925
94688309.78311634,86778221.92629981,70780486.5529629,292480156.5456478,544727174.8080268
94495064.52449742,75385860.6835444,71045454.66451432,327384166.5088181,568310546.3813742
70063308.334467,82753902.00189988,63858577.55118587,321488734.34162617,538164522.2291789
58615853.755975425,73995668.27008231,64197017.034575604,320320402.8879965,517128941.94862986
69713853.28557594,67573689.83380945,56824367.910072125,251929405.63990843,446041316.66936594
106596730.83340546,73761072.75654568,72507218.31091318,298342317.4666803,551207339.3675447
76231629.37647198,71196227.00038572,65377802.717553794,341072415.95197845,553878075.0463899
86416143.64284648,80429611.32382272,63690897.67292486,330868516.9019555,561405169.5415496
65353932.58710196,58880196.553513564,62896810.42820908,260577167.63222846,447708107.201053
87618730.61288473,81882475.54973939,78074932.27768166,303493703.36360675,551069841.8039125
107114623.65498048,79515526.2780347,61318009.43118962,358842940.89374596,606791100.2579508
96047338.82776971,75564937.22892359,72165178.66090697,385627337.1427537,629404791.860354
85660598.7692071,85129379.85220407,81304841.03491074,375165648.9108471,627260468.5671691
82393117.63795677,70950394.8137048,59851073.5302034,324714189.387922,537908775.369787
94987726.93680187,90449190.13418826,65792022.616702236,294496274.9851304,545725214.6728228
62234870.660076365,77728579.33472873,72855524.32103142,318728598.5313181,531547572.8471546
93353981.04457778,72955797.22603998,72035179.28956833,342404964.4685101,580749922.0286962
77225220.14804387,90120291.28573285,73070220.98096028,280725160.39443886,521140892.80917585
97425526.93537776,74980296.36036322,76737281.61022228,338643406.8337389,587786511.7397022
88985163.32466206,79634211.90885504,68999978.58174561,360671554.24519974,598290908.0604625
89647158.61587854,69729971.29737814,70728523.23271364,338922797.8148297,569028450.9608
71868778.47058435,76628640.45435415,74841291.34327157,301523319.0031597,524862029.27136976
92770252.31865765,75547622.70746933,61294010.48390287,364776732.48419803,594388617.9942279
82332495.49529035,94812450.20550674,60039368.36624433,326642444.0261308,563826758.0931722
94772054.12550674,94122121.56318368,75952053.21281295,345479555.46367675,610325784.3651801
90944496.98516269,102727834.55752195,78112318.94247563,333054066.6511368,604838717.1362971
70134090.02804407,71278844.02890459,71023225.40406328,243159947.52591443,455596106.9869264
109756996.38198192,85657812.51418565,61709473.33877597,370526604.8256788,627650887.0606223
86362883.01273848,77667046.34446572,66416141.79275655,306764509.18235296,537210580.3323138
93849296.71515827,63057360.85357196,60833875.51445787,297065926.76784015,514806459.85102826
59759386.9616133,75028335.29891756,54970747.85764171,251192119.1010371,440950589.2192097
92199427.161198,75248304.23317744,64899619.03412424,303570226.2045331,535917576.6330328
108502901.60007828,78084172.0819649,55919257.182754174,264210163.62008092,506716494.4848783
71282667.49161394,80523089.1646204,66690863.77665126,320133344.330199,538629964.7630847
75233891.91860333,63022108.150626846,58079608.89128355,293601263.6389924,489936872.59950614
95246650.51418142,71000907.24636428,62212307.12066921,425589980.2858655,654049845.1670804
84338190.8074988,77523271.31168605,67374989.22335894,308470198.371231,537706649.7137748
111571419.36505993,83958159.88596828,67976925.07103741,295437703.65375066,558944207.9758162
85532943.72646484,79368275.21638152,69856477.87371734,279536988.1195288,514294684.9360925
71913522.4488069,71273619.68574665,65202469.908081226,359995327.47699636,568384939.5196311
123359713.29669204,76382512.1547462,71395821.5807825,290523083.31702083,561661130.3492415
105742767.69072445,85463940.83057788,70008147.95345753,264873724.58704177,526088581.0618017
68353097.88888569,70104047.93342888,59759979.09336568,278886779.29968476,477103904.215365
69943565.1411128,70153930.09991983,60341479.9261266,335648925.30330926,536087900.4704685
58578749.78572155,91650771.16264367,62899530.27587976,303165606.0566998,516294657.2809448
64378147.10522671,58545439.43736218,55343174.73771779,290115600.8509187,468382362.1312254
82908855.29610841,81887495.23016,67975939.81342249,266580834.33662122,499353124.67631215
92640441.29105143,72268406.08813502,59794447.706147976,269540132.7077522,494243427.79308665
79329248.51428887,76428187.50962222,50542938.1496003,274819666.51403075,481120040.68754214
87017789.97460565,61242483.194723174,76319585.01633513,329578834.0844518,554158692.2701157
93694507.78313386,61817015.96679722,55667277.51540013,277084886.0039525,488263687.2692837
77591129.33316942,67200265.02072926,69862715.99881841,266338994.8355985,480993105.18831563
93145907.87049283,75139101.70475762,61528868.77956936,254387916.7065278,484201795.0613476
87587373.41716051,84258235.0858493,75768384.2969875,322765286.65118724,570379279.4511845
101581114.96936351,71475089.56263393,70497116.33344688,330951410.94013786,574504731.8055822
104367342.31313829,71533727.30736731,62900533.882664785,321932611.291821,560734214.7949914
69852992.18943274,91130747.71047308,68294651.17350656,295424554.5628878,524702945.63630015
76108470.7774344,73576107.33141722,65581595.5174829,279079274.6094119,494345448.2357464
91099338.6737103,63476571.92495687,61570275.210839026,312011451.40618134,528157637.2156875
90488762.16445182,73587418.25918111,66786137.77688958,319920923.0428638,550783241.2433863
92034421.88148029,76644605.6341573,64212930.67491771,331195058.0850819,564087016.2756371
106745567.786514,74538133.59491144,66750605.682054296,270801815.31450886,518836122.3779886
78834933.50367549,71160310.26359357,68503156.75979988,307045914.8463073,525544315.37337625
83758458.3348023,63134443.38734701,55892061.72917635,281778064.02378637,484563027.475112
97508598.9721218,90814507.15536025,71439298.46370387,274432272.43342304,534194677.02460897
88635250.7000541,81722432.86498454,72991049.5396991,278074767.54788357,521423500.65262127
82711601.50777483,84177384.55984372,69539368.45670415,341445156.82004005,577873511.3443627
75997891.87911531,77672564.64555192,57068510.7610334,293349155.7126746,504088122.99837524
89910260.03411832,84984356.92374898,82183126.77922201,287201770.7483212,544279514.4854105
121380940.63132635,88673785.10907294,84843338.34826097,335051183.40064955,629949247.4893098
95638715.93845688,68608371.40327312,54470375.66667455,252072401.43202314,470789864.44042766
72523674.20973167,73506148.19548163,55591877.427078776,308082058.08624274,509703757.9185348
88678869.80012515,76812004.70905383,69937658.234711,291638480.64943314,527067013.3933231
76360367.14680652,80356029.15842338,63161940.65873893,286544895.29625386,506423232.2602227
92353387.84979741,74463430.4702607,62611122.598017655,337296495.8843339,566724436.8024096
66052702.57567767,62066457.559218265,70373095.77887823,252181715.0501553,450673970.9639295
99173343.53427377,62792119.15370904,63191955.858789116,285281299.1707342,510438717.7175062
77247737.17473638,69666106.6864144,63823210.36710709,245210543.36622956,455947597.5944874
91609819.27245629,72281509.60857539,58935044.629349254,308285915.31788105,531112288.828262
73188517.61098853,84172035.88359259,62418777.029917076,301701188.9540414,521480519.4785396
82189994.67699136,82193133.07401787,60034528.046773374,256033215.18015,480450870.9779326
67136177.90910971,64173756.91059224,54958435.02415427,338806477.1918067,525074847.0356629
81986059.03679922,80323592.73028207,64079377.03832842,332742146.88788337,559131175.6932931
86439409.48989013,86667157.40272023,70379732.65791516,329742987.7508891,573229287.3014147
97812096.9617276,71143046.63728869,59510791.17774773,336064503.4601273,564530438.2368913
82602680.09057473,64121847.62684345,54370772.69198506,280804770.0480711,481900070.45747435
90190915.17444806,80533524.90909132,72011217.30699725,266767807.43857107,509503464.82910764
79816696.40129331,75248563.92258282,58307621.82048773,268121377.63007724,481494259.7744411
90072804.39646618,78788250.0695093,69786351.55520399,290259457.8567767,528906863.87795615
104890790.80455188,71625689.0966298,83462314.6035603,364862115.9891086,624840910.4938506
84271646.10086714,76075825.4674729,66753536.634489916,293826443.3973231,520927451.600153
125508080.60021406,83412395.401875,82088748.11277843,301842557.4203132,592851781.5351807
76121623.35669966,67491747.14910677,56483354.09719793,224424641.8995904,424521366.50259477
76388660.6077924,73992428.64834341,72725733.2190719,301069317.7947774,524176140.2699851
106548942.83378454,79544387.29399881,74799640.98142748,275997288.49696,536890259.6061709
86181614.19468664,88577133.52914256,65291766.32569484,320471502.9917642,560522017.0412883
67684880.98380667,69226340.8351427,47580325.63450033,299872229.1670445,484363776.62049425
78012252.09225713,71898635.65683784,67713348.08193134,280631262.71315056,498255498.5441769
105884707.13150233,85920108.16589786,64362863.61692401,268635967.31708735,524803646.2314116
77550967.18569921,83702824.30092616,58056349.968286484,292262684.06323624,511572825.51814806
106512990.07158712,87156365.38238592,66219695.914272375,384858587.316688,644747638.6849334
105031849.81799911,80046246.73228228,73171982.26702438,337479357.0696773,595729435.8869832
127664724.60892886,73435583.03490563,67111418.36075668,348079799.31952417,616291525.3241153
56941026.14320157,81197388.73378937,68782972.50925207,362231150.3922292,569152537.7784722
75091510.64921772,66228775.676696464,60188988.77550148,330723126.16900945,532232401.27042514
89973822.86571611,66769441.90415731,61591455.99491539,327355222.350656,545689943.1154448
79552097.10106091,83538922.7419908,70561978.81360316,318456238.6729973,552109237.3296522
110606332.59998369,97138195.46917151,66424735.16938598,334780412.44478184,608949675.683323
84349361.8673032,77436570.44777723,62828502.13461374,344326777.7719213,568941212.2216154
77510212.28080408,69881538.6001083,64155108.37559968,263853476.37539297,475400335.631905
80911816.76904239,84646697.23148763,65354909.032372184,292927930.43035287,523841353.46325505
113453744.91316655,93924054.13672936,68981908.6982207,347408883.7237728,623768591.4718895
100770162.20076977,89862943.48795496,87690036.38413388,369563896.3819598,647887038.4548184
77023358.27081344,81199106.58488964,70293298.03677505,292000068.3742496,520515831.2667277
92718586.98963226,73448131.67385852,59878764.410586044,278561831.07886416,504607314.152941
83787786.13358882,66618459.4161241,55684851.12804173,257396567.65778288,463487664.33553755
76477798.61008842,69272528.38844387,59029655.454907075,231526660.5654632,436306643.01890254
122916081.36031789,82923714.83220261,56724004.721024536,298147816.45420367,560711617.3677487
82080100.2976193,56407385.01699442,57293140.65326434,322863105.7519445,518643731.7198225
80631050.24595211,66788364.228604876,51143240.502836935,268694301.8766919,467256956.8540858
68885380.28073256,88546601.33968477,73420596.62901478,323630501.516495,554483079.7659271
108901124.62178841,79701049.86534399,76913669.3908925,326243562.582102,591759406.4601269
88380757.02903073,73466678.48135042,60240106.78301736,316878007.1321139,538965549.4255124
104839357.71770637,85333467.51566347,82920868.86284395,288716699.1772626,561810393.2734764
90648637.70993632,93333298.47051315,74361128.08913834,322873573.6632825,581216637.9328704
100595771.90323856,89272383.09163146,71494871.32108672,361005218.62321293,622368244.9391696
95501736.79589793,78634389.56957527,70266647.71075873,237697048.04648483,482099822.1227168
90301860.94270329,83716826.60599972,67976808.72993205,331694196.54659563,573689692.8252307
95469936.02834949,69680990.91527715,64673495.14291967,254883173.857198,484707595.9437443
73369784.36957927,67002734.59696996,68040438.41944745,280543322.6225421,488956280.0085387
84809984.37082253,95089844.93361859,70857038.98456055,306038327.8398545,556795196.1288562
93670807.60614154,79396991.88713095,56208934.8313077,290503954.4931689,519780688.8177491
72384077.21359046,71398370.20857081,54387839.11005165,319316931.70036876,517487218.2325817
98141169.72101873,89290030.19354257,71038632.95734267,348548091.8559344,607017924.7278383
104413023.64668581,87080172.43556556,85092228.26049311,346375889.6258798,622961313.9686244
95099704.57964553,70510895.42046468,62674558.47022867,333002745.5182991,561287903.9886379
72086939.2990968,71940464.32536906,57744918.73790571,320301744.7597597,522074067.1221313
114510273.26986241,73776890.90677014,52868971.50705252,314600385.8099313,555756521.4936163
78008099.51323235,75838488.60681915,60269286.97520889,333510996.6521995,547626871.7474599
105194143.87189259,71380570.62561244,59345017.76895104,330460492.454609,566380224.721065
85908309.31632757,85465149.65458347,77914149.08823186,347760877.6499662,597048485.7091091
88889828.66615297,57544884.344278105,54518750.591879435,222718063.63695988,423671527.2392704
63046705.88997524,51945327.26795045,48855457.30394101,331057702.70144814,494905193.1633148
120805599.4562401,88703433.52149056,83107342.91372795,344314744.39250475,636931120.2839634
111148858.45363973,76910468.26926209,64224315.709683105,308023350.23521894,560306992.6678039
91224873.4339381,77120376.18086816,71811686.71737048,351870912.10103136,592027848.4332081
79577923.93498687,67489642.2596027,70045508.65729097,320516823.8477729,537629898.6996534
57175629.821809836,80709319.10384896,73596747.2745856,328236164.5357617,539717860.7360061
101728829.9875682,71677220.44313852,77928352.04373588,304869409.05279493,556203811.5272375
90292649.09967005,86813074.64438075,60738226.4923196,258649308.078159,496493258.3145294
78662020.2054339,70235722.50578606,59843196.044186525,328746378.5011454,537487317.256552
117059443.14107187,76954900.94029003,73450100.32871778,317464574.3863119,584929018.7963915
86260115.08127244,89005543.2126824,82895349.79054888,299369353.98160076,557530362.0661044
81592257.68894352,66054300.21202047,58539598.125559635,283793877.28037626,489980033.3068999
89685145.87622751,66614860.374746844,56546399.307485074,318272298.52511,531118704.0835694
96729459.39691195,83276753.03129706,72518568.459682,251441740.25439885,503966521.1422899
86144561.34294175,60179003.77106283,56335998.193329796,325560231.21233416,528219794.5196685
103549428.81042062,83482628.32503802,69786058.23551066,320931699.688263,577749815.0592322
