Electrical Infrastructure,PSA Oxygen Plant,Surgical Bed Expansion,Operational Costs,Total Cost
92127989.82398659,81233600.25551361,72884731.67454372,330387311.6781956,576633633.4322395
96661945.88359727,90827418.12422176,73172080.9375247,344480877.4147878,605142322.3601315
85963720.0022773,89583914.75957951,65066993.47968248,378431185.71101665,619045813.9525559
86648926.64034285,64422786.83876452,62750103.95550831,273819058.0982501,487640875.53286576
99774679.81037454,72770316.1524634,62176946.68247579,240927403.25162926,475649345.896943
81114683.81030582,56589552.50110469,48398556.54337063,299649714.1240613,485752506.97884244
98902244.15967374,82253435.86628522,61358165.97548857,300027985.9720672,542541831.9735147
87157649.33831717,66569783.19460593,74873124.70753796,342898054.06020975,571498611.3006709
84176070.05229883,75733538.87316452,67456142.85090643,241676694.96903628,469042446.74540603
83823462.10748482,69714914.83640845,56514672.625153676,281366097.5183146,491419147.0873615
116300041.2985931,87481053.97604662,66681285.66377765,331439535.47050035,601901916.4089177
109113154.70617224,89097127.70797327,72060883.15973476,293729338.8561966,564000504.4300768
97524882.10527897,81690111.47053915,76231364.18768172,341756678.3891653,597203036.1526651
103169033.31303106,74325172.85186078,77475260.32312566,323803124.2021775,578772590.6901951
121586217.75732182,75786515.3956285,83022524.97981115,330724112.37767553,611119370.510437
78569112.44937241,70288586.20878287,61187892.2418577,310963867.1039177,521009458.0039307
94823880.96364005,72593883.02333671,65065736.43351762,386823808.509762,619307308.9302564
115000996.77969405,85221923.07495017,70871147.57259366,318508497.72915214,589602565.15639
96210933.05986445,69152620.61204974,62136239.53328637,245816159.83014995,473315953.0353505
92965294.52047661,83210331.2266411,64995302.14417698,366612175.90722376,607783103.7985184
71665090.8215494,61468997.66808843,61449903.54800961,329913235.1304764,524497227.16812384
114200571.24366616,76730789.53167333,76835955.2091217,315912142.31559354,583679458.3000548
84830169.22967762,83756198.37865806,74072555.60940848,263199298.9940936,505858222.21183777
110470188.79730082,94171990.82811077,67990105.86945148,328199101.8450098,600831387.3398728
94387482.3646014,79852544.40522274,63492526.83839891,280627024.0066426,518359577.61486566
86851804.11462578,87062873.91126898,74392891.82556054,303816808.7317099,552124378.5831652
98679157.26355723,56330520.34338233,67736646.2954555,244523253.39985496,467269577.30225
82290433.94643983,66002192.00147537,53329497.39192156,325763808.35672325,527385931.69656
80914957.58655252,77879913.10319962,65996032.31419821,321739716.0793481,546530619.0832984
88287413.03024901,65810558.86463599,70244526.34792227,288164157.96320546,512506656.2060127
67967353.33599062,68455159.9254463,74361948.75479616,340764478.48685694,551548940.50309
82472341.22993992,72179062.68086335,62047329.74610272,378491468.93116516,595190202.5880711
92708284.07316276,81098819.09273,76958424.79590036,326806639.1697952,577572167.1315883
83664348.754446,73704273.18857074,64518575.15792067,300284038.2386803,522171235.3396177
97985215.21530798,78614994.4881269,73659118.08621395,311101704.0462811,561361031.8359299
88313053.48955213,60597844.41311736,67318387.84277973,311819736.66280323,528049022.4082525
102320987.89245601,56483318.31515529,75998186.49905814,302461196.05659074,537263688.7632601
104142239.46786302,70267071.04072444,69725447.88768902,272028772.8042093,516163531.2004858
78917761.29278928,92805572.37298149,69482667.21156369,321081560.1024295,562287560.979764
100245920.50813128,83177281.94823709,70432941.25198467,325686561.10921675,579542704.8175697
128146439.68760733,82497326.95418814,71872345.8067127,355258147.6479272,637774260.0964353
104097939.68950365,90863322.06593937,77532077.77837409,282692712.8132555,555186052.3470726
113280828.55263676,70745331.43433729,67796517.54148088,280186314.38091654,532008991.9093715
86316817.8351904,78867919.70803896,69611266.65231004,324563951.1204045,559359955.3159438
112923656.03789465,85039200.38424623,68391350.63307431,347781938.69005793,614136145.7452731
105506746.55114384,68963736.68274245,69142051.12369686,331660851.22106916,575273385.5786524
83149834.21353522,88251528.88695034,68679000.87218009,315651158.15091777,555731522.1235834
84824130.78774965,75766380.95149726,57829723.92898536,249547161.5246104,467967397.19284266
112576876.64461963,73130355.78841646,58905066.979379036,231236694.63441718,475848994.0468323
78725992.26101755,63825761.34870277,74298789.09337962,345639459.42528313,562490002.128383
78108306.32382059,96278504.65633221,80971192.43105549,314046028.870176,569404032.2813842
58442627.56030813,90551335.1045703,58418931.438348986,246791341.95777234,454204236.06099975
102724213.01446268,104689491.40691327,89563116.73670709,360689272.3681909,657666093.526274
95922275.14725918,85822806.30019352,76418461.84192626,329692751.26300657,587856294.5523856
88675354.88634013,75845391.01477933,60441504.87176598,288423829.524089,513386080.2969744
66499117.85179145,70760895.56104696,56008546.311864585,254821899.1241467,448090458.84884965
89756759.3727401,89964151.76430233,78986965.87095965,269470569.7121135,528178446.7201156
74426967.8985014,81845724.70639734,59896539.26530983,290823361.654802,506992593.5250106
95238064.66314591,69428572.03859636,64923761.56566539,258234304.77323318,487824703.04064083
79201371.57945585,77264021.20025165,54683581.509512946,305806748.9839008,516955723.27312124
86934128.25351754,81062860.74804264,69608616.62993707,362625065.4400939,600230671.0715911
88974396.47695015,72755440.7064512,65965843.75263886,322679032.0869618,550374713.023002
87892967.77207422,76600397.07085821,61018588.68477096,276867125.6813239,502379079.2090273
69664091.94553441,88520464.28605443,59641276.44423934,276946979.4264733,494772812.1023015
77730764.82318613,82219396.99786934,65304806.16687578,352136422.00656205,577391389.9944932
78291887.12600714,76699826.09132631,59598854.125036545,379527713.7323172,594118281.0746872
72104451.12128791,75549611.65669268,70098548.4027413,322631673.72609407,540384284.906816
84658358.35434656,74471865.22865881,65735221.446970254,298195700.3779835,523061145.4079591
101763260.71981552,101737680.50476989,70285512.37724732,271593068.20240855,545379521.8042413
85983733.30931276,102188585.29142664,67567806.51856539,379318667.4053664,635058792.5246712
114086751.77681702,75879096.42322305,72001711.38475607,376283384.98055655,638250944.5653527
82070831.71836527,73322316.71477449,60522613.30563373,264038257.69206774,479954019.4308412
78596048.10629639,64536522.996337965,61667829.37782706,269517641.6387991,474318042.1192605
90534723.12136123,64133544.29439309,64362300.34493244,328004188.7555899,547034756.5162766
63372027.31201023,73916245.90830284,73873125.3946853,270036313.5461446,481197712.16114295
113993095.78625338,84882188.16420493,64749963.45860932,305230225.70098233,568855473.11005
95364349.4458643,78350514.74287337,71748988.34663151,280467884.96112925,525931737.49649847
89605486.52740748,65042830.07179603,61375848.46160627,265836097.8907829,481860262.9515927
77517919.65520068,85469964.37917535,78162481.4124603,342940973.4945111,584091338.9413475
73213119.59300184,70522909.7461472,73117785.97758077,314036848.7512938,530890664.0680236
126432465.59309694,86641861.2596681,73150149.30827531,306424706.4282196,592649182.5892599
89092969.044526,75142335.3001515,71638833.30439322,346221486.6385907,582095624.2876614
76894061.00467242,63426221.29436098,48983255.026621886,294677620.2816179,483981157.60727316
73083636.73091,57024057.73625489,60884697.46915991,386215484.7216151,577207876.6579399
87123204.44552769,83825962.97844025,69382649.70723313,307178877.61513275,547510694.7463338
101035762.36590758,76096153.74084309,68952006.73736575,319884235.07385904,565968157.9179754
78359621.09231801,83298697.65423311,66626172.69471124,281418349.31020826,509702840.7514706
95031752.3226825,69956632.0207282,64518006.13775656,300458213.4110185,529964603.89218575
103771214.52377191,83628877.00114502,69303434.01335542,342103542.0209422,598807067.5592146
108953429.17737795,85373600.87416914,70417727.89459646,269557490.42130107,534302248.36744463
73532702.9049647,70683824.08757107,58979276.76371094,287137929.8164381,490333733.57268476
88002678.4395356,81074039.6583649,67282885.44315623,325203911.53739923,561563515.0784559
88113014.76295176,60725896.8952951,54059695.3637049,279517831.2814167,482416438.30336845
71849763.15255697,78060689.68561092,78973876.79992741,365328380.9264143,594212710.5645096
84277516.7145908,89705076.69293582,71691722.88378811,302937157.65761685,548611473.9489316
79048876.60180305,71875717.72981654,61270278.214160785,302757196.0833654,514952068.62914574
89479490.62426212,76579054.10372733,69922512.22820373,354202752.3360165,590183809.2922096
101530085.97288537,66364248.87811525,46728661.98792357,308579640.5515731,523202637.39049727
70063795.25616598,70566051.09583421,54959659.15870421,234225459.4649905,429814964.9756949
95107156.19680928,84729603.82388076,64853412.64689063,227452277.5376143,472142450.20519495
79903602.25607501,78065383.70554255,55693179.66004535,298536231.3987389,512198397.02040184
86994400.51539217,81326906.68155469,68845909.81399535,276528320.82809347,513695537.8390357
105626790.96159008,78045164.1653978,67476452.54106398,276282784.33198637,527431192.0000382
81231987.0880477,67617912.32669714,61452879.305638105,359890139.1320965,570192917.8524795
70007466.6973998,60099360.62862524,70480969.70195763,294476002.0293866,495063799.05736923
78347296.00061399,83757357.83074924,63448248.74635786,374391631.0686156,599944533.6463367
97208402.59651788,73730672.06091577,84951791.18981229,301395407.5250986,557286273.3723445
